date,name,lr,batch_size,epochs,vp_dim,nr,weight_decay,best_acc,fold
2026-06-11 10:34,VPNet_EEG,0.0001,128,200,64,[128],0.0005,0.8812853812853813,0
2026-06-11 10:34,VPNet_EEG,0.0001,128,200,64,[128],0.0005,0.8781218781218781,1
2026-06-11 10:34,VPNet_EEG,0.0001,128,200,64,[128],0.0005,0.8854478854478854,2
2026-06-11 10:34,VPNet_EEG,0.0001,128,200,64,[128],0.0005,0.8686313686313686,3
2026-06-11 10:34,VPNet_EEG,0.0001,128,200,64,[128],0.0005,0.8726273726273727,4
